disease_name,trigger_symptom,red_flag_weight,prior_probability_div2,Q1_onset,Q2_duration,Q3_severity_scale,Q4_frequency,Q5_course,Q6_modifiers,Q7_associated_symptoms,Q8_past_history,Q9_localization,Q10_assoc_swelling_redness_warmth,priority
Tendinitis,weakness,0.5,0.009,"Did the weakness start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing weakness? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the weakness? [answer_type: numeric_scale | range: 1-10]","Is the weakness constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the weakness getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the weakness better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with weakness? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to weakness? [answer_type: yes_no | options: yes, no]","Is the weakness localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the weakness? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.1
Takayasu's Arteritis,arm weakness,0.9,0.0009,"Did the arm weakness start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing arm weakness? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the arm weakness? [answer_type: numeric_scale | range: 1-10]","Is the arm weakness constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the arm weakness getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the arm weakness better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with arm weakness? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to arm weakness? [answer_type: yes_no | options: yes, no]","Is the arm weakness localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the arm weakness? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",1
Takayasu's Arteritis,arm pain,0.8,0.0009,"Did the arm pain start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing arm pain? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the arm pain? [answer_type: numeric_scale | range: 1-10]","Is the arm pain constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the arm pain getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the arm pain better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with arm pain? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to arm pain? [answer_type: yes_no | options: yes, no]","Is the arm pain localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the arm pain? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.871428571
Takayasu's Arteritis,blood pressure difference,0.75,0.0009,"Did the blood pressure difference start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing blood pressure difference? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the blood pressure difference? [answer_type: numeric_scale | range: 1-10]","Is the blood pressure difference constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the blood pressure difference getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the blood pressure difference better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with blood pressure difference? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to blood pressure difference? [answer_type: yes_no | options: yes, no]","Is the blood pressure difference localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the blood pressure difference? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.742857143
Takayasu's Arteritis,fever,0.5,0.0009,"Did the fever start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing fever? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the fever? [answer_type: numeric_scale | range: 1-10]","Is the fever constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the fever getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the fever better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with fever? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to fever? [answer_type: yes_no | options: yes, no]","Is the fever localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the fever? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.614285714
Takayasu's Arteritis,fatigue,0.5,0.0009,"Did the fatigue start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing fatigue? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the fatigue? [answer_type: numeric_scale | range: 1-10]","Is the fatigue constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the fatigue getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the fatigue better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with fatigue? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to fatigue? [answer_type: yes_no | options: yes, no]","Is the fatigue localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the fatigue? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.485714286
Takayasu's Arteritis,weight loss,0.7,0.0009,"Did the weight loss start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing weight loss? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the weight loss? [answer_type: numeric_scale | range: 1-10]","Is the weight loss constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the weight loss getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the weight loss better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with weight loss? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to weight loss? [answer_type: yes_no | options: yes, no]","Is the weight loss localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the weight loss? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.357142857
Takayasu's Arteritis,headache,0.5,0.0009,"Did the headache start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing headache? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the headache? [answer_type: numeric_scale | range: 1-10]","Is the headache constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the headache getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the headache better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with headache? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to headache? [answer_type: yes_no | options: yes, no]","Is the headache localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the headache? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.228571429
Takayasu's Arteritis,visual problems,0.6,0.0009,"Did the visual problems start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing visual problems? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the visual problems? [answer_type: numeric_scale | range: 1-10]","Is the visual problems constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the visual problems getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the visual problems better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with visual problems? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to visual problems? [answer_type: yes_no | options: yes, no]","Is the visual problems localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the visual problems? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.1
Systemic Lupus Erythematosus,joint pain,0.6,0.00225,"Did the joint pain start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing joint pain? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the joint pain? [answer_type: numeric_scale | range: 1-10]","Is the joint pain constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the joint pain getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the joint pain better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with joint pain? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to joint pain? [answer_type: yes_no | options: yes, no]","Is the joint pain localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the joint pain? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",1
Systemic Lupus Erythematosus,fatigue,0.5,0.00225,"Did the fatigue start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing fatigue? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the fatigue? [answer_type: numeric_scale | range: 1-10]","Is the fatigue constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the fatigue getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the fatigue better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with fatigue? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to fatigue? [answer_type: yes_no | options: yes, no]","Is the fatigue localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the fatigue? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.871428571
Systemic Lupus Erythematosus,skin rash,0.5,0.00225,"Did the skin rash start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing skin rash? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the skin rash? [answer_type: numeric_scale | range: 1-10]","Is the skin rash constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the skin rash getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the skin rash better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with skin rash? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to skin rash? [answer_type: yes_no | options: yes, no]","Is the skin rash localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the skin rash? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.742857143
Systemic Lupus Erythematosus,fever,0.5,0.00225,"Did the fever start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing fever? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the fever? [answer_type: numeric_scale | range: 1-10]","Is the fever constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the fever getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the fever better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with fever? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to fever? [answer_type: yes_no | options: yes, no]","Is the fever localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the fever? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.614285714
Systemic Lupus Erythematosus,chest pain,0.9,0.00225,"Did the chest pain start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing chest pain? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the chest pain? [answer_type: numeric_scale | range: 1-10]","Is the chest pain constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the chest pain getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the chest pain better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with chest pain? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to chest pain? [answer_type: yes_no | options: yes, no]","Is the chest pain localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the chest pain? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.485714286
Systemic Lupus Erythematosus,hair loss,0.4,0.00225,"Did the hair loss start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing hair loss? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the hair loss? [answer_type: numeric_scale | range: 1-10]","Is the hair loss constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the hair loss getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the hair loss better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with hair loss? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to hair loss? [answer_type: yes_no | options: yes, no]","Is the hair loss localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the hair loss? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.357142857
Systemic Lupus Erythematosus,mouth sores,0.5,0.00225,"Did the mouth sores start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing mouth sores? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the mouth sores? [answer_type: numeric_scale | range: 1-10]","Is the mouth sores constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the mouth sores getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the mouth sores better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with mouth sores? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to mouth sores? [answer_type: yes_no | options: yes, no]","Is the mouth sores localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the mouth sores? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.228571429
Systemic Lupus Erythematosus,swollen lymph nodes,0.7,0.00225,"Did the swollen lymph nodes start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing swollen lymph nodes? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the swollen lymph nodes? [answer_type: numeric_scale | range: 1-10]","Is the swollen lymph nodes constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the swollen lymph nodes getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the swollen lymph nodes better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with swollen lymph nodes? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to swollen lymph nodes? [answer_type: yes_no | options: yes, no]","Is the swollen lymph nodes localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the swollen lymph nodes? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.1
Syphilis,skin sores,0.6,0.00135,"Did the skin sores start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing skin sores? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the skin sores? [answer_type: numeric_scale | range: 1-10]","Is the skin sores constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the skin sores getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the skin sores better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with skin sores? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to skin sores? [answer_type: yes_no | options: yes, no]","Is the skin sores localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the skin sores? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",1
Syphilis,rash,0.5,0.00135,"Did the rash start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing rash? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the rash? [answer_type: numeric_scale | range: 1-10]","Is the rash constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the rash getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the rash better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with rash? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to rash? [answer_type: yes_no | options: yes, no]","Is the rash localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the rash? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.871428571
Syphilis,fever,0.5,0.00135,"Did the fever start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing fever? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the fever? [answer_type: numeric_scale | range: 1-10]","Is the fever constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the fever getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the fever better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with fever? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to fever? [answer_type: yes_no | options: yes, no]","Is the fever localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the fever? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.742857143
Syphilis,swollen lymph nodes,0.7,0.00135,"Did the swollen lymph nodes start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing swollen lymph nodes? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the swollen lymph nodes? [answer_type: numeric_scale | range: 1-10]","Is the swollen lymph nodes constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the swollen lymph nodes getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the swollen lymph nodes better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with swollen lymph nodes? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to swollen lymph nodes? [answer_type: yes_no | options: yes, no]","Is the swollen lymph nodes localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the swollen lymph nodes? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.614285714
Syphilis,fatigue,0.5,0.00135,"Did the fatigue start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing fatigue? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the fatigue? [answer_type: numeric_scale | range: 1-10]","Is the fatigue constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the fatigue getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the fatigue better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with fatigue? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to fatigue? [answer_type: yes_no | options: yes, no]","Is the fatigue localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the fatigue? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.485714286
Syphilis,headache,0.5,0.00135,"Did the headache start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing headache? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the headache? [answer_type: numeric_scale | range: 1-10]","Is the headache constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the headache getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the headache better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with headache? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to headache? [answer_type: yes_no | options: yes, no]","Is the headache localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the headache? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.357142857
Syphilis,muscle aches,0.6,0.00135,"Did the muscle aches start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing muscle aches? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the muscle aches? [answer_type: numeric_scale | range: 1-10]","Is the muscle aches constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the muscle aches getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the muscle aches better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with muscle aches? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to muscle aches? [answer_type: yes_no | options: yes, no]","Is the muscle aches localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the muscle aches? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.228571429
Syphilis,sore throat,0.5,0.00135,"Did the sore throat start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing sore throat? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the sore throat? [answer_type: numeric_scale | range: 1-10]","Is the sore throat constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the sore throat getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the sore throat better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with sore throat? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to sore throat? [answer_type: yes_no | options: yes, no]","Is the sore throat localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the sore throat? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.1
Stroke,sudden facial drooping,0.9,0.0045,"Did the sudden facial drooping start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing sudden facial drooping? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the sudden facial drooping? [answer_type: numeric_scale | range: 1-10]","Is the sudden facial drooping constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the sudden facial drooping getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the sudden facial drooping better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with sudden facial drooping? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to sudden facial drooping? [answer_type: yes_no | options: yes, no]","Is the sudden facial drooping localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the sudden facial drooping? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",1
Stroke,arm weakness,0.9,0.0045,"Did the arm weakness start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing arm weakness? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the arm weakness? [answer_type: numeric_scale | range: 1-10]","Is the arm weakness constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the arm weakness getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the arm weakness better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with arm weakness? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to arm weakness? [answer_type: yes_no | options: yes, no]","Is the arm weakness localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the arm weakness? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.871428571
Stroke,slurred speech,0.9,0.0045,"Did the slurred speech start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing slurred speech? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the slurred speech? [answer_type: numeric_scale | range: 1-10]","Is the slurred speech constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the slurred speech getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the slurred speech better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with slurred speech? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to slurred speech? [answer_type: yes_no | options: yes, no]","Is the slurred speech localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the slurred speech? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.742857143
Stroke,sudden severe headache,0.9,0.0045,"Did the sudden severe headache start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing sudden severe headache? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the sudden severe headache? [answer_type: numeric_scale | range: 1-10]","Is the sudden severe headache constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the sudden severe headache getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the sudden severe headache better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with sudden severe headache? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to sudden severe headache? [answer_type: yes_no | options: yes, no]","Is the sudden severe headache localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the sudden severe headache? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.614285714
Stroke,vision problems,0.6,0.0045,"Did the vision problems start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing vision problems? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the vision problems? [answer_type: numeric_scale | range: 1-10]","Is the vision problems constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the vision problems getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the vision problems better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with vision problems? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to vision problems? [answer_type: yes_no | options: yes, no]","Is the vision problems localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the vision problems? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.485714286
Stroke,dizziness,0.6,0.0045,"Did the dizziness start suddenly or gradually? [answer_type: categorical | options: sudden, gradual]","How long have you been experiencing dizziness? [answer_type: categorical | options: <1 day, 1-3 days, 4-7 days, 1-4 weeks, >1 month]","On a scale of 1–10, how severe is the dizziness? [answer_type: numeric_scale | range: 1-10]","Is the dizziness constant or intermittent? [answer_type: categorical | options: constant, intermittent]","Is the dizziness getting worse, stable, or improving? [answer_type: categorical | options: worsening, stable, improving]",Does anything make the dizziness better or worse? [answer_type: free_text],"Are you experiencing other symptoms along with dizziness? [answer_type: yes_no_plus | options: yes, no]","Do you have past medical history related to dizziness? [answer_type: yes_no | options: yes, no]","Is the dizziness localized or spreading? [answer_type: categorical | options: localized, spreading]","Is there swelling, redness, or warmth with the dizziness? [answer_type: categorical_multi | options: swelling, redness, warmth, none]",0.357142857
